date,state,cases_new,1day,2day,3day,4day,5day,6day,1week,2week,3week,4week,1mth,2mth,3mth,4mth,5mth,6mth,7mth,8mth,9mth,10mth,11mth,1year,1year1Mth,1year2Mth,1year3Mth,1year4Mth,1year5Mth,1year6Mth,1year7Mth
2020-01-25,Johor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,Johor,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,Johor,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,Johor,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,Johor,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,Johor,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,Johor,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,Johor,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,Johor,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,Johor,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,Johor,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,Johor,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,Johor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,Johor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,Johor,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,Johor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,Johor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,Johor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,Johor,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,Johor,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,Johor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,Johor,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,Johor,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,Johor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,Johor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,Johor,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,Johor,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,Johor,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,Johor,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,Johor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,Johor,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,Johor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,Johor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,Johor,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,Johor,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,Johor,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,Johor,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,Johor,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,Johor,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,Johor,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,Johor,4,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,Johor,2,4,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,Johor,23,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,Johor,7,23,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,Johor,25,7,23,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,Johor,13,25,7,23,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,Johor,13,13,25,7,23,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,Johor,13,13,13,25,7,23,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,Johor,16,13,13,13,25,7,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,Johor,16,16,13,13,13,25,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,Johor,14,16,16,13,13,13,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,Johor,4,14,16,16,13,13,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,Johor,34,4,14,16,16,13,13,13,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Johor,43,34,4,14,16,16,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,Johor,20,43,34,4,14,16,16,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,Johor,26,20,43,34,4,14,16,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,Johor,24,26,20,43,34,4,14,16,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,Johor,22,24,26,20,43,34,4,14,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,Johor,16,22,24,26,20,43,34,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,Johor,19,16,22,24,26,20,43,34,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,Johor,27,19,16,22,24,26,20,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,Johor,21,27,19,16,22,24,26,20,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,Johor,6,21,27,19,16,22,24,26,16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,Johor,16,6,21,27,19,16,22,24,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,Johor,30,16,6,21,27,19,16,22,14,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,Johor,10,30,16,6,21,27,19,16,4,25,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,Johor,18,10,30,16,6,21,27,19,34,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,Johor,7,18,10,30,16,6,21,27,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,Johor,19,7,18,10,30,16,6,21,20,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,Johor,21,19,7,18,10,30,16,6,26,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,Johor,14,21,19,7,18,10,30,16,24,16,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,Johor,20,14,21,19,7,18,10,30,22,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,Johor,8,20,14,21,19,7,18,10,16,4,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,Johor,14,8,20,14,21,19,7,18,19,34,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,Johor,13,14,8,20,14,21,19,7,27,43,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,Johor,9,13,14,8,20,14,21,19,21,20,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,Johor,16,9,13,14,8,20,14,21,6,26,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,Johor,3,16,9,13,14,8,20,14,16,24,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,Johor,2,3,16,9,13,14,8,20,30,22,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,Johor,1,2,3,16,9,13,14,8,10,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,Johor,3,1,2,3,16,9,13,14,18,19,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,Johor,3,3,1,2,3,16,9,13,7,27,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,Johor,4,3,3,1,2,3,16,9,19,21,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,Johor,0,4,3,3,1,2,3,16,21,6,26,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,Johor,4,0,4,3,3,1,2,3,14,16,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,Johor,0,4,0,4,3,3,1,2,20,30,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,Johor,1,0,4,0,4,3,3,1,8,10,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,Johor,0,1,0,4,0,4,3,3,14,18,19,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,Johor,3,0,1,0,4,0,4,3,13,7,27,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,Johor,3,3,0,1,0,4,0,4,9,19,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,Johor,1,3,3,0,1,0,4,0,16,21,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,Johor,0,1,3,3,0,1,0,4,3,14,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,Johor,0,0,1,3,3,0,1,0,2,20,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,Johor,0,0,0,1,3,3,0,1,1,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,Johor,0,0,0,0,1,3,3,0,3,14,18,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,Johor,0,0,0,0,0,1,3,3,3,13,7,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,Johor,0,0,0,0,0,0,1,3,4,9,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,Johor,0,0,0,0,0,0,0,1,0,16,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,Johor,0,0,0,0,0,0,0,0,4,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,Johor,0,0,0,0,0,0,0,0,0,2,20,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,Johor,0,0,0,0,0,0,0,0,1,1,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,Johor,0,0,0,0,0,0,0,0,0,3,14,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,Johor,1,0,0,0,0,0,0,0,3,3,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,Johor,0,1,0,0,0,0,0,0,3,4,9,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,Johor,0,0,1,0,0,0,0,0,1,0,16,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,Johor,0,0,0,1,0,0,0,0,0,4,3,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,Johor,0,0,0,0,1,0,0,0,0,0,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,Johor,1,0,0,0,0,1,0,0,0,1,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,Johor,0,1,0,0,0,0,1,0,0,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,Johor,0,0,1,0,0,0,0,1,0,3,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,Johor,0,0,0,1,0,0,0,0,0,3,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,Johor,1,0,0,0,1,0,0,0,0,1,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,Johor,1,1,0,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,Johor,0,1,1,0,0,0,1,0,0,0,0,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,Johor,0,0,1,1,0,0,0,1,0,0,1,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Johor,0,0,0,1,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Johor,0,0,0,0,1,1,0,0,1,0,3,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,Johor,3,0,0,0,0,1,1,0,0,0,3,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,Johor,1,3,0,0,0,0,1,1,0,0,1,3,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Johor,0,1,3,0,0,0,0,1,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,Johor,0,0,1,3,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,Johor,1,0,0,1,3,0,0,0,1,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,Johor,0,1,0,0,1,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,Johor,0,0,1,0,0,1,3,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,Johor,0,0,0,1,0,0,1,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,Johor,0,0,0,0,1,0,0,1,1,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,Johor,0,0,0,0,0,1,0,0,1,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,Johor,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,Johor,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,Johor,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,Johor,0,1,0,0,0,0,0,0,0,0,1,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,Johor,1,0,1,0,0,0,0,0,3,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,Johor,2,1,0,1,0,0,0,0,1,1,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,Johor,0,2,1,0,1,0,0,0,0,1,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,Johor,3,0,2,1,0,1,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,Johor,1,3,0,2,1,0,1,0,1,0,1,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,Johor,0,1,3,0,2,1,0,1,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,Johor,2,0,1,3,0,2,1,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,Johor,0,2,0,1,3,0,2,1,0,3,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,Johor,0,0,2,0,1,3,0,2,0,1,1,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,Johor,1,0,0,2,0,1,3,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,Johor,1,1,0,0,2,0,1,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,Johor,0,1,1,0,0,2,0,1,0,1,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,Johor,0,0,1,1,0,0,2,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,Johor,1,0,0,1,1,0,0,2,0,0,0,0,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,Johor,2,1,0,0,1,1,0,0,1,0,3,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,Johor,0,2,1,0,0,1,1,0,2,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,Johor,0,0,2,1,0,0,1,1,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,Johor,0,0,0,2,1,0,0,1,3,0,0,3,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,Johor,0,0,0,0,2,1,0,0,1,0,1,1,3,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,Johor,0,0,0,0,0,2,1,0,0,1,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,Johor,1,0,0,0,0,0,2,1,2,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,Johor,0,1,0,0,0,0,0,2,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-04,Johor,0,0,1,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,Johor,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,Johor,1,0,0,0,1,0,0,0,1,3,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,Johor,1,1,0,0,0,1,0,0,0,1,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,Johor,0,1,1,0,0,0,1,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,Johor,2,0,1,1,0,0,0,1,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,Johor,1,2,0,1,1,0,0,0,2,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,Johor,2,1,2,0,1,1,0,0,0,0,2,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,Johor,0,2,1,2,0,1,1,0,0,1,0,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,Johor,0,0,2,1,2,0,1,1,0,1,3,2,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,Johor,2,0,0,2,1,2,0,1,0,0,1,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,Johor,0,2,0,0,2,1,2,0,0,0,0,3,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,Johor,0,0,2,0,0,2,1,2,1,1,2,1,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,Johor,0,0,0,2,0,0,2,1,0,2,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,Johor,0,0,0,0,2,0,0,2,0,0,0,2,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,Johor,1,0,0,0,0,2,0,0,0,0,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,Johor,14,1,0,0,0,0,2,0,1,0,1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,Johor,0,14,1,0,0,0,0,2,1,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,Johor,1,0,14,1,0,0,0,0,0,0,0,1,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,Johor,1,1,0,14,1,0,0,0,2,1,1,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,Johor,2,1,1,0,14,1,0,0,1,0,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,Johor,10,2,1,1,0,14,1,0,2,0,0,1,0,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,Johor,7,10,2,1,1,0,14,1,0,0,0,2,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,Johor,0,7,10,2,1,1,0,14,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,Johor,0,0,7,10,2,1,1,0,2,1,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,Johor,1,0,0,7,10,2,1,1,0,0,0,0,3,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,Johor,1,1,0,0,7,10,2,1,0,2,1,0,1,3,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,Johor,3,1,1,0,0,7,10,2,0,1,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,Johor,0,3,1,1,0,0,7,10,0,2,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,Johor,0,0,3,1,1,0,0,7,1,0,0,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,Johor,0,0,0,3,1,1,0,0,14,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,Johor,0,0,0,0,3,1,1,0,0,2,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,Johor,1,0,0,0,0,3,1,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,Johor,0,1,0,0,0,0,3,1,1,0,2,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
